Station Name;Region;State;Code;Latitude;Longitude;Year
RANCHARIA;SE;SP;A718;-22,37249999;-50,97416666;2007
AVARE;SE;SP;A725;-23,09972221;-48,94555555;2007
PIRACICABA;SE;SP;A726;-22,70277777;-47,62305554;2007
LINS;SE;SP;A727;-21,66527777;-49,73416666;2007
TAUBATE;SE;SP;A728;-23,04194444;-45,52027777;2007
VOTUPORANGA;SE;SP;A729;-20,40305555;-49,96583333;2007
JALES;SE;SP;A733;-20,165;-50,59499999;2007
VALPARAISO;SE;SP;A734;-21,31916666;-50,93027777;2007
JOSE BONIFACIO;SE;SP;A735;-21,08555555;-49,92055554;2007
ARIRANHA;SE;SP;A736;-21,13305554;-48,84027777;2007
IBITINGA;SE;SP;A737;-21,85555555;-48,66666666;2007
CASA BRANCA;SE;SP;A738;-21,77972221;-47,07972221;2007
ITAPIRA;SE;SP;A739;-22,415;-46,80527777;2007
SAO LUIS DO PARAITINGA;SE;SP;A740;-23,22833332;-45,41722221;2007
BRASILIA;CO;DF;A001;-15,78944444;-47,92583332;2008
AGUAS EMENDADAS;CO;DF;A045;-15,59638888;-47,62583332;2008
GOIANIA;CO;GO;A002;-16,64277777;-49,21999999;2008
MORRINHOS;CO;GO;A003;-17,71666667;-49,1;2008
SAO SIMAO;CO;GO;A011;-18,96666666;-50,61666666;2008
LUZIANIA;CO;GO;A012;-16,27222222;-47,96638889;2008
ARAGARCAS;CO;GO;A013;-15,90583333;-52,24388888;2008
GOIAS;CO;GO;A014;-15,93916666;-50,14138888;2008
ITAPACI;CO;GO;A015;-14,98027777;-49,53944444;2008
JATAI;CO;GO;A016;-17,92388888;-51,71777777;2008
POSSE;CO;GO;A017;-14,08916666;-46,36638888;2008
GOIANESIA;CO;GO;A022;-15,22027777;-48,99027777;2008
CAIAPONIA;CO;GO;A023;-16,96666666;-51,81749999;2008
ALTO PARAISO DE GOIAS;CO;GO;A024;-14,13305554;-47,52305554;2008
RIO VERDE;CO;GO;A025;-17,78583333;-50,98138888;2008
MINEIROS;CO;GO;A026;-17,45472222;-52,60111111;2008
PARAUNA;CO;GO;A027;-16,94583333;-50,42527777;2008
MONTE ALEGRE DE GOIAS;CO;GO;A032;-13,24805555;-46,88972221;2008
PIRES DO RIO;CO;GO;A033;-17,30416666;-48,28416666;2008
CATALAO;CO;GO;A034;-18,15777777;-47,92638888;2008
ITUMBIARA;CO;GO;A035;-18,40972222;-49,19194444;2008
CRISTALINA;CO;GO;A036;-16,78805555;-47,61166666;2008
CAMPO GRANDE;CO;MS;A702;-20,45;-54,6;2008
PONTA PORA;CO;MS;A703;-22,5525;-55,71638888;2008
TRES LAGOAS;CO;MS;A704;-20,78999999;-51,71222222;2008
IVINHEMA;CO;MS;A709;-22,30666666;-53,82722221;2008
PARANAIBA;CO;MS;A710;-19,69527777;-51,18138888;2008
NHUMIRIM;CO;MS;A717;-18,98888888;-56,62305554;2008
AQUIDAUANA;CO;MS;A719;-20,47555554;-55,78388888;2008
COXIM;CO;MS;A720;-18,51222222;-54,73583333;2008
DOURADOS;CO;MS;A721;-22,19388888;-54,91138888;2008
MIRANDA;CO;MS;A722;-20,38333333;-56,41666666;2008
PORTO MURTINHO;CO;MS;A723;-21,70583333;-57,88666666;2008
CORUMBA;CO;MS;A724;-18,99666666;-57,63749999;2008
CHAPADAO DO SUL;CO;MS;A730;-18,80222222;-52,60277777;2008
MARACAJU;CO;MS;A731;-21,60916666;-55,17777777;2008
SAO GABRIEL DO OESTE;CO;MS;A732;-19,42027777;-54,55305555;2008
CASSILANDIA;CO;MS;A742;-19,12249999;-51,72083332;2008
RIO BRILHANTE;CO;MS;A743;-21,77472221;-54,52805554;2008
JUTI;CO;MS;A749;-22,85722222;-54,60555555;2008
AMAMBAI;CO;MS;A750;-23,0025;-55,32944443;2008
SETE QUEDAS;CO;MS;A751;-23,96694443;-55,02416666;2008
ITAQUIRAI;CO;MS;A752;-23,44944444;-54,18166666;2008
SIDROLANDIA;CO;MS;A754;-20,98166666;-54,97194443;2008
CUIABA;CO;MT;A901;-15,55916666;-56,72944443;2008
TANGARA DA SERRA;CO;MT;A902;-14,65;-57,41666666;2008
S.J. DO RIO CLARO;CO;MT;A903;-13,45;-56,66666666;2008
SORRISO;CO;MT;A904;-12,55;-55,71666666;2008
CAMPO NOVO DOS PARECIS;CO;MT;A905;-13,78333333;-57,83333333;2008
GUARANTA DO NORTE;CO;MT;A906;-9,95;-54,88333333;2008
RONDONOPOLIS;CO;MT;A907;-16,45;-54,56666666;2008
AGUA BOA;CO;MT;A908;-14,01611111;-52,21222222;2008
APIACAS;CO;MT;A910;-9,56388888;-57,3936111;2008
CAMPO VERDE;CO;MT;A912;-15,52749999;-55,13555555;2008
COMODORO;CO;MT;A913;-13,70861111;-59,76277777;2008
JUARA;CO;MT;A914;-11,28027777;-57,52666666;2008
PARANATINGA;CO;MT;A915;-14,42138888;-54,03527777;2008
QUERENCIA;CO;MT;A916;-12,5986111;-52,19444444;2008
SINOP;CO;MT;A917;-11,98222221;-55,56583333;2008
COTRIGUACU;CO;MT;A919;-9,90611111;-58,57194443;2008
JUINA;CO;MT;A920;-11,36694443;-58,73305554;2008
SAO FELIX  DO ARAGUAIA;CO;MT;A921;-11,61888888;-50,72777777;2008
VILA BELA DA SANTISSIMA TRINDADE;CO;MT;A922;-15,06277777;-59,87277777;2008
ALTA FLORESTA;CO;MT;A924;-9,84944444;-56,1;2008
CARLINDA;CO;MT;A926;-10,00527777;-55,79055555;2008
BRASNORTE (MUNDO NOVO);CO;MT;A927;-12,87194443;-58,38722221;2008
NOVA MARINGA;CO;MT;A928;-13,06555555;-57,15611111;2008
NOVA UBIRATA;CO;MT;A929;-13,68638888;-54,95611111;2008
GAUCHA DO NORTE;CO;MT;A930;-13,18472221;-53,2575;2008
SANTO ANTONIO DO LESTE;CO;MT;A931;-14,92777777;-53,8836111;2008
GUIRATINGA;CO;MT;A932;-16,34166666;-53,76611111;2008
ITIQUIRA;CO;MT;A933;-17,29722221;-54,83722221;2008
ALTO TAQUARI;CO;MT;A934;-17,81555555;-53,28749999;2008
PORTO ESTRELA;CO;MT;A935;-15,54638888;-57,38166666;2008
SALTO DO CEU;CO;MT;A936;-15,13583333;-58,115;2008
PONTES E LACERDA;CO;MT;A937;-15,25111111;-59,34666666;2008
PARQUE ESTADUAL CHANDLESS;N;AC;A102;-9,3575;-69,92722221;2008
RIO BRANCO;N;AC;A104;-9,95777777;-68,165;2008
MANAUS;N;AM;A101;-3,10333333;-60,01638888;2008
BOCA DO ACRE;N;AM;A110;-8,77666666;-67,33222221;2008
LABREA;N;AM;A111;-7,43527777;-64,7886111;2008
HUMAITA;N;AM;A112;-7,92277777;-63,12138888;2008
APUI;N;AM;A113;-7,21527777;-59,8886111;2008
COARI;N;AM;A117;-4,09749999;-63,14527777;2008
MANACAPURU;N;AM;A119;-3,29472221;-60,62833332;2008
AUTAZES;N;AM;A120;-2,05638888;-60,02555554;2008
ITACOATIARA;N;AM;A121;-3,13305554;-58,48277777;2008
MAUES;N;AM;A122;-3,39888888;-57,6736111;2008
PARINTINS;N;AM;A123;-2,64055555;-56,75472222;2008
URUCARA;N;AM;A124;-2,89638888;-57,75833333;2008
RIO URUBU;N;AM;A125;-2,7211111;-59,94333333;2008
PRESIDENTE FIGUEIREDO;N;AM;A126;-2,08499999;-60,04888888;2008
BARCELOS;N;AM;A128;-0,95861111;-62,94222221;2008
OIAPOQUE;N;AP;A242;3,81361111;-51,8625;2008
BELEM;N;PA;A201;-1,41027777;-48,43833333;2008
CASTANHAL;N;PA;A202;-1,30083333;-47,93083332;2008
MEDICILANDIA;N;PA;A209;-3,51083333;-52,96361111;2008
PACAJA;N;PA;A210;-3,8436111;-50,63805555;2008
PLACAS;N;PA;A211;-3,8811111;-54,2461111;2008
PARAGOMINAS;N;PA;A212;-3,01027777;-47,34305555;2008
TOME ACU;N;PA;A213;-2,6;-48,36666666;2008
RONDON DO PARA;N;PA;A214;-4,82749999;-48,17333332;2008
SALINOPOLIS;N;PA;A215;-0,6186111;-47,35666666;2008
BRAGANCA;N;PA;A226;-1,04527777;-46,78277777;2008
SOURE;N;PA;A227;-0,81111111;-48,51583333;2008
TUCURUI;N;PA;A229;-3,82277777;-49,67499999;2008
SERRA DOS CARAJAS;N;PA;A230;-6,07749999;-50,14222221;2008
ITAITUBA;N;PA;A231;-4,27638888;-55,99305555;2008
SANTANA DO ARAGUAIA;N;PA;A233;-9,3386111;-50,35027777;2008
TUCUMA;N;PA;A234;-6,7436111;-51,14222221;2008
NOVO REPARTIMENTO;N;PA;A235;-4,23444444;-49,94277777;2008
CAMETA;N;PA;A236;-2,2486111;-49,49305555;2008
CONCEICAO DO ARAGUAIA;N;PA;A241;-8,25916666;-49,27416666;2008
PORTO VELHO;N;RO;A925;-8,76388888;-63,47499999;2008
VILHENA;N;RO;A938;-12,73472221;-60,15777777;2008
CACOAL;N;RO;A939;-11,44583333;-61,43416666;2008
ARIQUEMES;N;RO;A940;-9,94888888;-62,96194444;2008
PALMAS;N;TO;A009;-10,18333333;-48,3;2008
PARANA;N;TO;A010;-12,615;-47,87194443;2008
PEIXE;N;TO;A018;-12,01666666;-48,55;2008
GURUPI;N;TO;A019;-11,74583333;-49,04972221;2008
PEDRO AFONSO;N;TO;A020;-8,9686111;-48,19416666;2008
ARAGUAINA;N;TO;A021;-7,10416666;-48,20111111;2008
DIANOPOLIS;N;TO;A038;-11,59416666;-46,84722221;2008
FORMOSO DO ARAGUAIA;N;TO;A039;-11,98722221;-49,60833333;2008
MACEIO;NE;AL;A303;-9,55111111;-35,77027777;2008
PAO DE ACUCAR;NE;AL;A323;-9,76583333;-37,44777777;2008
PALMEIRA DOS INDIOS;NE;AL;A327;-9,42055554;-36,62027777;2008
ARAPIRACA;NE;AL;A353;-9,80416666;-36,61888888;2008
CORURIPE;NE;AL;A355;-10,14527777;-36,28638888;2008
SAO LUIS DO QUITUNDE;NE;AL;A356;-9,28749999;-35,56583333;2008
SALVADOR;NE;BA;A401;-13,01666666;-38,51666666;2008
BARREIRAS;NE;BA;A402;-12,15;-45,01666666;2008
LUIZ EDUARDO MAGALHAES;NE;BA;A404;-12,15222222;-45,82972221;2008
CARAVELAS;NE;BA;A405;-17,73333333;-39,26666666;2008
CRUZ DAS ALMAS;NE;BA;A406;-12,65;-39,15;2008
ITIRUCU;NE;BA;A407;-13,52833332;-40,11972221;2008
ITABERABA;NE;BA;A408;-12,51666666;-40,3;2008
ILHEUS;NE;BA;A410;-14,65944444;-39,1811111;2008
MACAJUBA;NE;BA;A412;-12,11666666;-40,18333333;2008
FEIRA DE SANTANA;NE;BA;A413;-12,19583333;-38,96722221;2008
VITORIA DA CONQUISTA;NE;BA;A414;-14,8861111;-40,80138888;2008
SANTA RITA DE CASSIA;NE;BA;A415;-11,01999999;-44,52499999;2008
CORRENTINA;NE;BA;A416;-13,33222221;-44,61722221;2008
BOM JESUS DA LAPA;NE;BA;A418;-13,41666666;-43,18416666;2008
ABROLHOS;NE;BA;A422;-17,96416666;-38,6961111;2008
REMANSO;NE;BA;A423;-9,60277777;-42,10277777;2008
IRECE;NE;BA;A424;-11,32888888;-41,86444444;2008
LENCOIS;NE;BA;A425;-12,55722222;-41,38888888;2008
GUANAMBI;NE;BA;A426;-14,20805555;-42,74944444;2008
PORTO SEGURO;NE;BA;A427;-16,38916666;-39,18249999;2008
SENHOR DO BONFIM;NE;BA;A428;-10,44305555;-40,14833333;2008
BARRA;NE;BA;A429;-11,08472221;-43,13916666;2008
PIATA;NE;BA;A430;-13,15583333;-41,77416666;2008
CONDE;NE;BA;A431;-11,8;-37,59972221;2008
BURITIRAMA;NE;BA;A432;-10,72305554;-43,65111111;2008
BRUMADO;NE;BA;A433;-14,18166666;-41,67222221;2008
AMARGOSA;NE;BA;A434;-13,00944444;-39,61694443;2008
UAUA;NE;BA;A435;-9,8336111;-39,49555555;2008
QUEIMADAS;NE;BA;A436;-10,98472221;-39,61694443;2008
UNA;NE;BA;A437;-15,27999999;-39,0911111;2008
MARAU;NE;BA;A438;-13,90722222;-38,97222221;2008
IBOTIRAMA;NE;BA;A439;-12,19249999;-43,2125;2008
JACOBINA;NE;BA;A440;-11,205;-40,465;2008
SERRINHA;NE;BA;A441;-11,66444444;-39,02305554;2008
EUCLIDES DA CUNHA;NE;BA;A442;-10,53722221;-38,99666666;2008
DELFINO;NE;BA;A443;-10,455;-41,20722222;2008
FORTALEZA;NE;CE;A305;-3,83222221;-38,53777777;2008
SOBRAL;NE;CE;A306;-3,73166666;-40,34555555;2008
GUARAMIRANGA;NE;CE;A314;-4,26111111;-38,19749999;2008
BARBALHA;NE;CE;A315;-7,31805554;-39,30166666;2008
IGUATU;NE;CE;A319;-6,39666666;-39,27027777;2008
TAUA;NE;CE;A324;-6,01666666;-40,28166666;2008
QUIXERAMOBIM;NE;CE;A325;-5,17305554;-39,28722221;2008
MORADA NOVA;NE;CE;A332;-5,13638888;-38,35638888;2008
JAGUARUANA;NE;CE;A339;-4,85333333;-37,77694443;2008
CRATEUS;NE;CE;A342;-5,1861111;-40,66999999;2008
CAMPOS SALES;NE;CE;A347;-7,07805554;-40,36305555;2008
JAGUARIBE;NE;CE;A358;-5,90527777;-38,62777777;2008
ITAPIPOCA;NE;CE;A359;-3,48388888;-39,58833333;2008
SAO LUIS;NE;MA;A203;-2,52694443;-44,21305555;2008
BALSAS;NE;MA;A204;-7,45527777;-46,02749999;2008
CAROLINA;NE;MA;A205;-7,33722221;-47,45972222;2008
CHAPADINHA;NE;MA;A206;-3,74277777;-43,35194444;2008
GRAJAU;NE;MA;A207;-5,82472221;-46,15944444;2008
FAROL de SANTANA;NE;MA;A217;-2,27083332;-43,62388888;2008
PREGUICAS;NE;MA;A218;-2,59249999;-42,70722222;2008
TURIACU;NE;MA;A219;-1,66166666;-45,37277777;2008
BACABAL;NE;MA;A220;-4,24305555;-44,79499999;2008
BARRA DO CORDA;NE;MA;A221;-5,50666666;-45,23694444;2008
COLINAS;NE;MA;A222;-6,03333333;-44,23333333;2008
ALTO PARNAIBA;NE;MA;A223;-9,10805555;-45,93194443;2008
ESTREITO;NE;MA;A224;-6,65333333;-47,41833332;2008
IMPERATRIZ;NE;MA;A225;-5,55555555;-47,45972222;2008
CAXIAS;NE;MA;A237;-4,82138888;-43,3436111;2008
BURITICUPU;NE;MA;A238;-4,32055554;-46,44972221;2008
AREIA;NE;PB;A310;-6,97499999;-35,68499999;2008
CAMPINA GRANDE;NE;PB;A313;-7,24249999;-35,88888888;2008
JOAO PESSOA;NE;PB;A320;-7,16583333;-34,81527777;2008
PATOS;NE;PB;A321;-7,07972221;-37,27249999;2008
SAO GONCALO;NE;PB;A333;-6,75666666;-38,22749999;2008
MONTEIRO;NE;PB;A334;-7,89138888;-37,11527777;2008
CABACEIRAS;NE;PB;A348;-7,48333333;-36,28638888;2008
CAMARATUBA;NE;PB;A352;-6,56083333;-35,13472221;2008
RECIFE;NE;PE;A301;-8,05916666;-34,95944444;2008
PETROLINA;NE;PE;A307;-9,38805555;-40,48944444;2008
ARCO VERDE;NE;PE;A309;-8,41694443;-37,08333333;2008
GARANHUNS;NE;PE;A322;-8,90694444;-36,49472221;2008
SURUBIM;NE;PE;A328;-7,83694444;-35,7961111;2008
CABROBO;NE;PE;A329;-8,50305555;-39,31388888;2008
CARUARU;NE;PE;A341;-8,2361111;-35,98583333;2008
IBIMIRIM;NE;PE;A349;-8,50944444;-37,71138888;2008
SERRA TALHADA;NE;PE;A350;-7,95361111;-38,29472221;2008
FLORESTA;NE;PE;A351;-8,5936111;-38,58388888;2008
PALMARES;NE;PE;A357;-8,66638888;-35,56805554;2008
PARNAIBA;NE;PI;A308;-3,08638888;-41,78333333;2008
FLORIANO;NE;PI;A311;-6,76666666;-43,01666666;2008
TERESINA;NE;PI;A312;-5,07388888;-42,80694444;2008
BOM JESUS DO PIAUI;NE;PI;A326;-9,08333333;-44,31666666;2008
PAULISTANA;NE;PI;A330;-8,07999999;-41,07999999;2008
SAO JOAO DO PIAUI;NE;PI;A331;-8,36472222;-42,25083333;2008
PIRIPIRI;NE;PI;A335;-4,26388888;-41,77805554;2008
ALVORADA DO GURGUEIA;NE;PI;A336;-8,44305555;-43,86472222;2008
CARACOL;NE;PI;A337;-9,2861111;-43,32444443;2008
ESPERANTINA;NE;PI;A338;-3,90083333;-42,23694444;2008
PICOS;NE;PI;A343;-7,07083332;-41,40416666;2008
SAO RAIMUNDO NONATO;NE;PI;A345;-9,03305554;-42,70055555;2008
URUCUI;NE;PI;A346;-7,47472221;-44,34472221;2008
OEIRAS;NE;PI;A354;-6,97416666;-42,14694444;2008
ARQ.SAO PEDRO E SAO PAULO;NE;RN;A302;0,9;-29,31666666;2008
NATAL;NE;RN;A304;-5,9;-35,2;2008
CAICO;NE;RN;A316;-6,45972222;-37,08888888;2008
MACAU;NE;RN;A317;-5,15111111;-36,57305554;2008
MOSSORO;NE;RN;A318;-4,90388888;-37,36694443;2008
APODI;NE;RN;A340;-5,62638888;-37,815;2008
CALCANHAR;NE;RN;A344;-5,16;-35,45416666;2008
ARACAJU;NE;SE;A409;-10,95027777;-37,05;2008
ITABAIANINHA;NE;SE;A417;-11,27249999;-37,79472221;2008
POCO VERDE;NE;SE;A419;-10,73749999;-38,10777777;2008
CARIRA;NE;SE;A420;-10,39944444;-37,74722221;2008
BREJO GRANDE;NE;SE;A421;-10,47944443;-36,48194443;2008
CURITIBA;S;PR;A807;-25,43333333;-49,26666666;2008
IVAI;S;PR;A818;-25,01333333;-50,8711111;2008
CASTRO;S;PR;A819;-24,78944444;-49,99972221;2008
MAL. CANDIDO RONDON;S;PR;A820;-24,53583333;-54,01972221;2008
JOAQUIM TAVORA;S;PR;A821;-23,50527777;-49,94638888;2008
NOVA TEBAS;S;PR;A822;-24,43722221;-51,96305555;2008
INACIO MARTINS;S;PR;A823;-25,56583333;-51,08944444;2008
ICARAIMA;S;PR;A824;-23,39027777;-53,63472221;2008
MARINGA;S;PR;A835;-23,40777777;-51,91666666;2008
NOVA FATIMA;S;PR;A842;-23,40694444;-50,57777777;2008
DOIS VIZINHOS;S;PR;A843;-25,69472221;-53,09444444;2008
FOZ DO IGUACU;S;PR;A846;-25,60194444;-54,48305554;2008
ILHA DO MEL;S;PR;A847;-25,49444444;-48,32583332;2008
DIAMANTE DO NORTE;S;PR;A849;-22,63388888;-52,85888888;2008
PARANAPOEMA;S;PR;A850;-22,49166666;-52,13444444;2008
PLANALTO;S;PR;A855;-25,72194443;-53,74805555;2008
CIDADE GAUCHA;S;PR;A869;-23,37583332;-52,93194443;2008
JAPIRA;S;PR;A871;-23,77305554;-50,18055554;2008
MORRETES;S;PR;A873;-25,51277777;-48,80861111;2008
GENERAL CARNEIRO;S;PR;A875;-26,3986111;-51,35444444;2008
CLEVELANDIA;S;PR;A876;-26,41722221;-52,34888888;2008
PORTO ALEGRE;S;RS;A801;-30,05;-51,16666666;2008
RIO GRANDE;S;RS;A802;-32,03333333;-52,1;2008
SANTA MARIA;S;RS;A803;-29,70833333;-53,70361111;2008
SANTANA DO LIVRAMENTO;S;RS;A804;-30,84249999;-55,61277777;2008
SANTO AUGUSTO;S;RS;A805;-27,85416666;-53,7911111;2008
TORRES;S;RS;A808;-29,35027777;-49,73305554;2008
URUGUAIANA;S;RS;A809;-29,84249999;-57,08249999;2008
SANTA ROSA;S;RS;A810;-27,89305555;-54,48055554;2008
CANGUCU;S;RS;A811;-31,40583333;-52,70111111;2008
CACAPAVA DO SUL;S;RS;A812;-30,54777777;-53,46749999;2008
RIO PARDO;S;RS;A813;-29,87333332;-52,38249999;2008
ALEGRETE;S;RS;A826;-29,71166666;-55,5261111;2008
BAGE;S;RS;A827;-31,34777777;-54,01333333;2008
ERECHIM;S;RS;A828;-27,66027777;-52,30638888;2008
SAO JOSE DOS AUSENTES;S;RS;A829;-28,75138888;-50,05833333;2008
SAO BORJA;S;RS;A830;-28,64944444;-56,01555555;2008
QUARAI;S;RS;A831;-30,3686111;-56,43722221;2008
SAO GABRIEL;S;RS;A832;-30,34138888;-54,31083333;2008
TRAMANDAI;S;RS;A834;-30,00972222;-50,13527777;2008
JAGUARAO;S;RS;A836;-32,53749999;-53,37638888;2008
SOLEDADE;S;RS;A837;-28,85361111;-52,55833333;2008
CAMAQUA;S;RS;A838;-30,81055555;-51,83472221;2008
PASSO FUNDO;S;RS;A839;-28,22944443;-52,40388888;2008
BENTO GONCALVES;S;RS;A840;-29,16722221;-51,53472221;2008
LAGOA VERMELHA;S;RS;A844;-28,22194443;-51,51222222;2008
SAO LUIZ GONZAGA;S;RS;A852;-28,41694443;-54,96222222;2008
CRUZ ALTA;S;RS;A853;-28,60361111;-53,6736111;2008
FREDERICO WESTPHALEN;S;RS;A854;-27,39555555;-53,41277777;2008
PALMEIRA DAS MISSOES;S;RS;A856;-27,92166666;-53,31694443;2008
MOSTARDAS;S;RS;A878;-31,24777777;-50,90555555;2008
CANELA;S;RS;A879;-29,36888888;-50,82749999;2008
VACARIA;S;RS;A880;-28,51361111;-50,88277777;2008
Santa Vitoria do Palmar - Barra do Chui;S;RS;A899;-33,74166666;-53,37138888;2008
FLORIANOPOLIS;S;SC;A806;-27,6025;-48,61999999;2008
URUSSANGA;S;SC;A814;-28,53249999;-49,31555555;2008
SAO JOAQUIM;S;SC;A815;-28,27555554;-49,93444444;2008
NOVO HORIZONTE;S;SC;A816;-26,40694444;-52,85055555;2008
INDAIAL;S;SC;A817;-26,91361111;-49,26749999;2008
JOACABA;S;SC;A841;-27,16944443;-51,57555554;2008
BOM JARDIM DA SERRA - MORRO DA IGREJA;S;SC;A845;-28,13333333;-49,48333333;2008
DIONISIO CERQUEIRA;S;SC;A848;-26,28638888;-53,63277777;2008
ITAPOA;S;SC;A851;-26,0811111;-48,64166666;2008
SAO MIGUEL DO OESTE;S;SC;A857;-26,77666666;-53,50444444;2008
XANXERE;S;SC;A858;-26,9386111;-52,415;2008
CACADOR;S;SC;A859;-26,81944443;-50,98555555;2008
CURITIBANOS;S;SC;A860;-27,2886111;-50,60416666;2008
RIO DO CAMPO;S;SC;A861;-26,93749999;-50,14638888;2008
RIO NEGRINHO;S;SC;A862;-26,2486111;-49,58055554;2008
ITUPORANGA;S;SC;A863;-27,41833332;-49,64666666;2008
Laguna  - Farol de Santa Marta;S;SC;A866;-28,60416666;-48,81333333;2008
ARARANGUA;S;SC;A867;-28,93138888;-49,49805555;2008
VITORIA;SE;ES;A612;-20,26666666;-40,3;2008
SANTA TERESA;SE;ES;A613;-19,98833333;-40,57944443;2008
LINHARES;SE;ES;A614;-19,35694444;-40,0686111;2008
ALFREDO CHAVES;SE;ES;A615;-20,63638888;-40,74138888;2008
SAO MATEUS;SE;ES;A616;-18,71388888;-39,84833333;2008
ALEGRE;SE;ES;A617;-20,75055555;-41,48888888;2008
PRES. KENNEDY;SE;ES;A622;-21,10111111;-41,03888888;2008
NOVA VENECIA;SE;ES;A623;-18,69527777;-40,4075;2008
BARBACENA;SE;MG;A502;-21,22888888;-43,76694443;2008
ARAXA;SE;MG;A505;-19,60555555;-46,94944444;2008
MONTES CLAROS;SE;MG;A506;-16,71666666;-43,86666666;2008
UBERLANDIA;SE;MG;A507;-18,91722221;-48,25555555;2008
ALMENARA;SE;MG;A508;-16,16666666;-40,68777777;2008
MONTE VERDE;SE;MG;A509;-22,86138888;-46,04333333;2008
VICOSA;SE;MG;A510;-20,76277777;-42,86388888;2008
TIMOTEO;SE;MG;A511;-19,5736111;-42,62222221;2008
ITUIUTABA;SE;MG;A512;-18,95277777;-49,52499999;2008
OURO BRANCO;SE;MG;A513;-20,54583333;-43,76944443;2008
SAO JOAO DEL REI;SE;MG;A514;-21,22638888;-44,97944443;2008
VARGINHA;SE;MG;A515;-21,56638888;-45,40416666;2008
PASSOS;SE;MG;A516;-20,74499999;-46,63388888;2008
MURIAE;SE;MG;A517;-21,10472222;-42,37583332;2008
JUIZ DE FORA;SE;MG;A518;-21,76999999;-43,36416666;2008
CAMPINA VERDE;SE;MG;A519;-19,53916666;-49,51805554;2008
CONCEICAO DAS ALAGOAS;SE;MG;A520;-19,98583333;-48,15138888;2008
PAMPULHA;SE;MG;A521;-19,88416666;-43,96944443;2008
SERRA DOS AIMORES;SE;MG;A522;-17,7986111;-40,24972221;2008
PATROCINIO;SE;MG;A523;-18,99638888;-46,98583333;2008
FORMIGA;SE;MG;A524;-20,45472222;-45,45388888;2008
SACRAMENTO;SE;MG;A525;-19,87527777;-47,43416666;2008
MONTALVANIA;SE;MG;A526;-15,08583333;-44,01583333;2008
TEOFILO OTONI;SE;MG;A527;-17,9;-41,51666666;2008
TRES MARIAS;SE;MG;A528;-18,20055555;-45,45972222;2008
PASSA QUATRO;SE;MG;A529;-22,3961111;-44,96166666;2008
CALDAS;SE;MG;A530;-21,91805554;-46,38305554;2008
MARIA DA FE;SE;MG;A531;-22,31444444;-45,37277777;2008
GOVERNADOR VALADARES;SE;MG;A532;-18,83027777;-41,97666666;2008
GUANHAES;SE;MG;A533;-18,78666666;-42,94305555;2008
AIMORES;SE;MG;A534;-19,53277777;-41,09083333;2008
FLORESTAL;SE;MG;A535;-19,88527778;-44,41694444;2008
DORES DO INDAIA;SE;MG;A536;-19,48166666;-45,59388888;2008
DIAMANTINA;SE;MG;A537;-18,2311111;-43,64805555;2008
CURVELO;SE;MG;A538;-18,76444444;-44,45361111;2008
MOCAMBINHO;SE;MG;A539;-15,08583333;-44,01611111;2008
MANTENA;SE;MG;A540;-18,78027777;-40,98583333;2008
CAPELINHA;SE;MG;A541;-17,70527777;-42,38916666;2008
UNAI;SE;MG;A542;-16,55388888;-46,88194443;2008
ESPINOSA;SE;MG;A543;-14,91277777;-42,82972221;2008
BURITIS;SE;MG;A544;-15,52416666;-46,43555555;2008
PIRAPORA;SE;MG;A545;-17,25777777;-44,83555555;2008
GUARDA-MOR;SE;MG;A546;-17,56166666;-47,19944444;2008
SAO ROMAO;SE;MG;A547;-16,3625;-45,12388888;2008
CHAPADA GAUCHA;SE;MG;A548;-15,31;-45,61666666;2008
AGUAS VERMELHAS;SE;MG;A549;-15,75222222;-41,45833333;2008
ITAOBIM;SE;MG;A550;-16,57555554;-41,48527777;2008
RIO PARDO DE MINAS;SE;MG;A551;-15,72277777;-42,43527777;2008
SALINAS;SE;MG;A552;-16,16027777;-42,31027777;2008
JOAO PINHEIRO;SE;MG;A553;-17,78472221;-46,11916666;2008
CARATINGA;SE;MG;A554;-19,73583333;-42,15361111;2008
IBIRITE (ROLA MOCA);SE;MG;A555;-20,0311111;-44,01111111;2008
ECOLOGIA AGRICOLA;SE;RJ;A601;-22,8;-43,68333333;2008
MARAMBAIA;SE;RJ;A602;-23,05;-43,6;2008
XEREM;SE;RJ;A603;-22,58972221;-43,28222221;2008
CAMBUCI;SE;RJ;A604;-21,56666666;-41,95;2008
ARRAIAL DO CABO;SE;RJ;A606;-22,98333333;-42,01666666;2008
CAMPOS;SE;RJ;A607;-21,71666666;-41,35;2008
MACAE;SE;RJ;A608;-22,38333333;-41,81666667;2008
RESENDE;SE;RJ;A609;-22,45;-44,45;2008
PICO DO COUTO;SE;RJ;A610;-22,48166666;-43,29138888;2008
VALENCA;SE;RJ;A611;-22,35;-43,7;2008
TERESOPOLIS;SE;RJ;A618;-22,44888888;-42,98722221;2008
PARATI;SE;RJ;A619;-23,22333332;-44,72666666;2008
SAO TOME;SE;RJ;A620;-22,04166666;-41,05194444;2008
VILA MILITAR;SE;RJ;A621;-22,86083333;-43,41111111;2008
FORTE DE COPACABANA;SE;RJ;A652;-22,98833333;-43,19027777;2008
SAO PAULO - MIRANTE;SE;SP;A701;-23,48333333;-46,61666666;2008
